image_path,label
images/image_0.png,0
images/image_1.png,0
images/image_2.png,2
images/image_3.png,4
images/image_4.png,6
images/image_5.png,2
images/image_6.png,4
images/image_7.png,3
images/image_8.png,3
images/image_9.png,2
images/image_10.png,0
images/image_11.png,6
images/image_12.png,6
images/image_13.png,6
images/image_14.png,3
images/image_15.png,5
images/image_16.png,3
images/image_17.png,2
images/image_18.png,6
images/image_19.png,4
images/image_20.png,4
images/image_21.png,2
images/image_22.png,0
images/image_23.png,0
images/image_24.png,3
images/image_25.png,3
images/image_26.png,5
images/image_27.png,0
images/image_28.png,3
images/image_29.png,5
images/image_30.png,3
images/image_31.png,6
images/image_32.png,3
images/image_33.png,2
images/image_34.png,3
images/image_35.png,6
images/image_36.png,6
images/image_37.png,6
images/image_38.png,0
images/image_39.png,5
images/image_40.png,0
images/image_41.png,3
images/image_42.png,4
images/image_43.png,0
images/image_44.png,6
images/image_45.png,2
images/image_46.png,3
images/image_47.png,6
images/image_48.png,2
images/image_49.png,2
images/image_50.png,2
images/image_51.png,5
images/image_52.png,5
images/image_53.png,6
images/image_54.png,4
images/image_55.png,5
images/image_56.png,0
images/image_57.png,3
images/image_58.png,4
images/image_59.png,2
images/image_60.png,6
images/image_61.png,5
images/image_62.png,3
images/image_63.png,4
images/image_64.png,3
images/image_65.png,0
images/image_66.png,4
images/image_67.png,3
images/image_68.png,0
images/image_69.png,5
images/image_70.png,4
images/image_71.png,2
images/image_72.png,4
images/image_73.png,2
images/image_74.png,0
images/image_75.png,6
images/image_76.png,0
images/image_77.png,0
images/image_78.png,5
images/image_79.png,4
images/image_80.png,3
images/image_81.png,5
images/image_82.png,3
images/image_83.png,6
images/image_84.png,2
images/image_85.png,2
images/image_86.png,4
images/image_87.png,4
images/image_88.png,5
images/image_89.png,4
images/image_90.png,0
images/image_91.png,0
images/image_92.png,6
images/image_93.png,0
images/image_94.png,6
images/image_95.png,2
images/image_96.png,2
images/image_97.png,3
images/image_98.png,4
images/image_99.png,3
images/image_100.png,3
images/image_101.png,2
images/image_102.png,6
images/image_103.png,3
images/image_104.png,4
images/image_105.png,3
images/image_106.png,2
images/image_107.png,0
images/image_108.png,2
images/image_109.png,3
images/image_110.png,2
images/image_111.png,3
images/image_112.png,6
images/image_113.png,6
images/image_114.png,3
images/image_115.png,4
images/image_116.png,4
images/image_117.png,0
images/image_118.png,3
images/image_119.png,3
images/image_120.png,0
images/image_121.png,2
images/image_122.png,0
images/image_123.png,0
images/image_124.png,3
images/image_125.png,3
images/image_126.png,0
images/image_127.png,4
images/image_128.png,5
images/image_129.png,2
images/image_130.png,4
images/image_131.png,2
images/image_132.png,5
images/image_133.png,3
images/image_134.png,0
images/image_135.png,6
images/image_136.png,6
images/image_137.png,2
images/image_138.png,2
images/image_139.png,3
images/image_140.png,2
images/image_141.png,3
images/image_142.png,3
images/image_143.png,3
images/image_144.png,3
images/image_145.png,3
images/image_146.png,4
images/image_147.png,2
images/image_148.png,2
images/image_149.png,0
images/image_150.png,0
images/image_151.png,2
images/image_152.png,6
images/image_153.png,3
images/image_154.png,4
images/image_155.png,5
images/image_156.png,3
images/image_157.png,0
images/image_158.png,2
images/image_159.png,4
images/image_160.png,5
images/image_161.png,2
images/image_162.png,3
images/image_163.png,4
images/image_164.png,6
images/image_165.png,3
images/image_166.png,4
images/image_167.png,3
images/image_168.png,6
images/image_169.png,0
images/image_170.png,4
images/image_171.png,4
images/image_172.png,4
images/image_173.png,2
images/image_174.png,6
images/image_175.png,5
images/image_176.png,5
images/image_177.png,6
images/image_178.png,5
images/image_179.png,2
images/image_180.png,3
images/image_181.png,2
images/image_182.png,3
images/image_183.png,4
images/image_184.png,0
images/image_185.png,2
images/image_186.png,0
images/image_187.png,3
images/image_188.png,0
images/image_189.png,2
images/image_190.png,2
images/image_191.png,5
images/image_192.png,3
images/image_193.png,5
images/image_194.png,5
images/image_195.png,4
images/image_196.png,3
images/image_197.png,0
images/image_198.png,6
images/image_199.png,5
images/image_200.png,2
images/image_201.png,6
images/image_202.png,0
images/image_203.png,0
images/image_204.png,4
images/image_205.png,5
images/image_206.png,6
images/image_207.png,3
images/image_208.png,5
images/image_209.png,5
images/image_210.png,3
images/image_211.png,2
images/image_212.png,2
images/image_213.png,3
images/image_214.png,3
images/image_215.png,3
images/image_216.png,3
images/image_217.png,6
images/image_218.png,3
images/image_219.png,6
images/image_220.png,3
images/image_221.png,0
images/image_222.png,6
images/image_223.png,3
images/image_224.png,2
images/image_225.png,0
images/image_226.png,6
images/image_227.png,5
images/image_228.png,6
images/image_229.png,0
images/image_230.png,5
images/image_231.png,4
images/image_232.png,3
images/image_233.png,0
images/image_234.png,3
images/image_235.png,0
images/image_236.png,4
images/image_237.png,5
images/image_238.png,4
images/image_239.png,3
images/image_240.png,3
images/image_241.png,0
images/image_242.png,0
images/image_243.png,6
images/image_244.png,2
images/image_245.png,0
images/image_246.png,6
images/image_247.png,3
images/image_248.png,0
images/image_249.png,0
images/image_250.png,6
images/image_251.png,0
images/image_252.png,5
images/image_253.png,6
images/image_254.png,3
images/image_255.png,2
images/image_256.png,5
images/image_257.png,5
images/image_258.png,2
images/image_259.png,0
images/image_260.png,2
images/image_261.png,6
images/image_262.png,6
images/image_263.png,0
images/image_264.png,2
images/image_265.png,3
images/image_266.png,4
images/image_267.png,2
images/image_268.png,6
images/image_269.png,5
images/image_270.png,2
images/image_271.png,2
images/image_272.png,6
images/image_273.png,6
images/image_274.png,6
images/image_275.png,2
images/image_276.png,5
images/image_277.png,3
images/image_278.png,0
images/image_279.png,5
images/image_280.png,0
images/image_281.png,4
images/image_282.png,3
images/image_283.png,3
images/image_284.png,3
images/image_285.png,3
images/image_286.png,6
images/image_287.png,3
images/image_288.png,2
images/image_289.png,4
images/image_290.png,6
images/image_291.png,3
images/image_292.png,2
images/image_293.png,4
images/image_294.png,0
images/image_295.png,0
images/image_296.png,3
images/image_297.png,2
images/image_298.png,0
images/image_299.png,1
images/image_300.png,2
images/image_301.png,2
images/image_302.png,5
images/image_303.png,3
images/image_304.png,5
images/image_305.png,4
images/image_306.png,4
images/image_307.png,0
images/image_308.png,2
images/image_309.png,3
images/image_310.png,4
images/image_311.png,6
images/image_312.png,4
images/image_313.png,2
images/image_314.png,2
images/image_315.png,3
images/image_316.png,5
images/image_317.png,4
images/image_318.png,4
images/image_319.png,5
images/image_320.png,6
images/image_321.png,4
images/image_322.png,5
images/image_323.png,0
images/image_324.png,3
images/image_325.png,3
images/image_326.png,3
images/image_327.png,2
images/image_328.png,5
images/image_329.png,5
images/image_330.png,5
images/image_331.png,3
images/image_332.png,5
images/image_333.png,3
images/image_334.png,3
images/image_335.png,3
images/image_336.png,5
images/image_337.png,6
images/image_338.png,0
images/image_339.png,4
images/image_340.png,2
images/image_341.png,2
images/image_342.png,0
images/image_343.png,4
images/image_344.png,5
images/image_345.png,5
images/image_346.png,6
images/image_347.png,6
images/image_348.png,3
images/image_349.png,2
images/image_350.png,4
images/image_351.png,2
images/image_352.png,4
images/image_353.png,0
images/image_354.png,5
images/image_355.png,0
images/image_356.png,3
images/image_357.png,5
images/image_358.png,2
images/image_359.png,4
images/image_360.png,0
images/image_361.png,4
images/image_362.png,5
images/image_363.png,6
images/image_364.png,3
images/image_365.png,2
images/image_366.png,3
images/image_367.png,5
images/image_368.png,0
images/image_369.png,0
images/image_370.png,3
images/image_371.png,3
images/image_372.png,2
images/image_373.png,6
images/image_374.png,0
images/image_375.png,2
images/image_376.png,6
images/image_377.png,0
images/image_378.png,3
images/image_379.png,2
images/image_380.png,3
images/image_381.png,2
images/image_382.png,6
images/image_383.png,4
images/image_384.png,3
images/image_385.png,4
images/image_386.png,4
images/image_387.png,0
images/image_388.png,1
images/image_389.png,2
images/image_390.png,4
images/image_391.png,6
images/image_392.png,5
images/image_393.png,0
images/image_394.png,4
images/image_395.png,6
images/image_396.png,6
images/image_397.png,6
images/image_398.png,2
images/image_399.png,6
images/image_400.png,4
images/image_401.png,3
images/image_402.png,2
images/image_403.png,4
images/image_404.png,0
images/image_405.png,6
images/image_406.png,3
images/image_407.png,2
images/image_408.png,3
images/image_409.png,0
images/image_410.png,6
images/image_411.png,5
images/image_412.png,0
images/image_413.png,5
images/image_414.png,2
images/image_415.png,6
images/image_416.png,1
images/image_417.png,3
images/image_418.png,2
images/image_419.png,6
images/image_420.png,2
images/image_421.png,0
images/image_422.png,4
images/image_423.png,6
images/image_424.png,4
images/image_425.png,5
images/image_426.png,4
images/image_427.png,4
images/image_428.png,2
images/image_429.png,0
images/image_430.png,4
images/image_431.png,0
images/image_432.png,2
images/image_433.png,0
images/image_434.png,0
images/image_435.png,5
images/image_436.png,3
images/image_437.png,3
images/image_438.png,5
images/image_439.png,3
images/image_440.png,3
images/image_441.png,4
images/image_442.png,6
images/image_443.png,5
images/image_444.png,3
images/image_445.png,3
images/image_446.png,3
images/image_447.png,4
images/image_448.png,4
images/image_449.png,6
images/image_450.png,3
images/image_451.png,4
images/image_452.png,2
images/image_453.png,3
images/image_454.png,2
images/image_455.png,2
images/image_456.png,3
images/image_457.png,4
images/image_458.png,3
images/image_459.png,6
images/image_460.png,2
images/image_461.png,6
images/image_462.png,4
images/image_463.png,3
images/image_464.png,0
images/image_465.png,3
images/image_466.png,4
images/image_467.png,6
images/image_468.png,6
images/image_469.png,0
images/image_470.png,0
images/image_471.png,5
images/image_472.png,3
images/image_473.png,1
images/image_474.png,2
images/image_475.png,4
images/image_476.png,2
images/image_477.png,2
images/image_478.png,3
images/image_479.png,2
images/image_480.png,5
images/image_481.png,0
images/image_482.png,6
images/image_483.png,2
images/image_484.png,4
images/image_485.png,3
images/image_486.png,2
images/image_487.png,3
images/image_488.png,5
images/image_489.png,0
images/image_490.png,6
images/image_491.png,6
images/image_492.png,5
images/image_493.png,6
images/image_494.png,5
images/image_495.png,3
images/image_496.png,0
images/image_497.png,5
images/image_498.png,6
images/image_499.png,0
images/image_500.png,2
images/image_501.png,6
images/image_502.png,6
images/image_503.png,6
images/image_504.png,2
images/image_505.png,4
images/image_506.png,6
images/image_507.png,2
images/image_508.png,6
images/image_509.png,0
images/image_510.png,5
images/image_511.png,3
images/image_512.png,3
images/image_513.png,4
images/image_514.png,4
images/image_515.png,0
images/image_516.png,0
images/image_517.png,2
images/image_518.png,5
images/image_519.png,0
images/image_520.png,6
images/image_521.png,0
images/image_522.png,6
images/image_523.png,5
images/image_524.png,4
images/image_525.png,0
images/image_526.png,0
images/image_527.png,3
images/image_528.png,5
images/image_529.png,5
images/image_530.png,4
images/image_531.png,3
images/image_532.png,3
images/image_533.png,1
images/image_534.png,4
images/image_535.png,6
images/image_536.png,6
images/image_537.png,3
images/image_538.png,2
images/image_539.png,3
images/image_540.png,3
images/image_541.png,6
images/image_542.png,6
images/image_543.png,4
images/image_544.png,6
images/image_545.png,0
images/image_546.png,2
images/image_547.png,6
images/image_548.png,5
images/image_549.png,4
images/image_550.png,2
images/image_551.png,6
images/image_552.png,6
images/image_553.png,3
images/image_554.png,5
images/image_555.png,6
images/image_556.png,4
images/image_557.png,6
images/image_558.png,0
images/image_559.png,4
images/image_560.png,2
images/image_561.png,3
images/image_562.png,3
images/image_563.png,0
images/image_564.png,0
images/image_565.png,6
images/image_566.png,2
images/image_567.png,6
images/image_568.png,3
images/image_569.png,3
images/image_570.png,6
images/image_571.png,5
images/image_572.png,3
images/image_573.png,1
images/image_574.png,3
images/image_575.png,2
images/image_576.png,2
images/image_577.png,4
images/image_578.png,2
images/image_579.png,2
images/image_580.png,4
images/image_581.png,0
images/image_582.png,3
images/image_583.png,5
images/image_584.png,6
images/image_585.png,3
images/image_586.png,3
images/image_587.png,2
images/image_588.png,3
images/image_589.png,0
images/image_590.png,4
images/image_591.png,2
images/image_592.png,6
images/image_593.png,2
images/image_594.png,3
images/image_595.png,5
images/image_596.png,6
images/image_597.png,2
images/image_598.png,4
images/image_599.png,2
images/image_600.png,2
images/image_601.png,6
images/image_602.png,6
images/image_603.png,4
images/image_604.png,6
images/image_605.png,6
images/image_606.png,3
images/image_607.png,4
images/image_608.png,0
images/image_609.png,3
images/image_610.png,4
images/image_611.png,4
images/image_612.png,0
images/image_613.png,3
images/image_614.png,4
images/image_615.png,6
images/image_616.png,4
images/image_617.png,0
images/image_618.png,4
images/image_619.png,6
images/image_620.png,3
images/image_621.png,5
images/image_622.png,2
images/image_623.png,3
images/image_624.png,0
images/image_625.png,0
images/image_626.png,3
images/image_627.png,6
images/image_628.png,3
images/image_629.png,3
images/image_630.png,6
images/image_631.png,4
images/image_632.png,5
images/image_633.png,0
images/image_634.png,2
images/image_635.png,3
images/image_636.png,0
images/image_637.png,3
images/image_638.png,5
images/image_639.png,3
images/image_640.png,4
images/image_641.png,3
images/image_642.png,4
images/image_643.png,6
images/image_644.png,6
images/image_645.png,3
images/image_646.png,4
images/image_647.png,5
images/image_648.png,3
images/image_649.png,6
images/image_650.png,4
images/image_651.png,6
images/image_652.png,5
images/image_653.png,3
images/image_654.png,0
images/image_655.png,3
images/image_656.png,2
images/image_657.png,3
images/image_658.png,3
images/image_659.png,3
images/image_660.png,5
images/image_661.png,5
images/image_662.png,6
images/image_663.png,2
images/image_664.png,3
images/image_665.png,0
images/image_666.png,3
images/image_667.png,3
images/image_668.png,3
images/image_669.png,2
images/image_670.png,5
images/image_671.png,0
images/image_672.png,6
images/image_673.png,6
images/image_674.png,3
images/image_675.png,5
images/image_676.png,0
images/image_677.png,0
images/image_678.png,3
images/image_679.png,6
images/image_680.png,4
images/image_681.png,3
images/image_682.png,3
images/image_683.png,5
images/image_684.png,3
images/image_685.png,3
images/image_686.png,5
images/image_687.png,3
images/image_688.png,4
images/image_689.png,2
images/image_690.png,3
images/image_691.png,3
images/image_692.png,5
images/image_693.png,3
images/image_694.png,6
images/image_695.png,5
images/image_696.png,4
images/image_697.png,4
images/image_698.png,5
images/image_699.png,6
images/image_700.png,0
images/image_701.png,2
images/image_702.png,2
images/image_703.png,4
images/image_704.png,0
images/image_705.png,6
images/image_706.png,3
images/image_707.png,2
images/image_708.png,5
images/image_709.png,2
images/image_710.png,2
images/image_711.png,4
images/image_712.png,2
images/image_713.png,3
images/image_714.png,0
images/image_715.png,6
images/image_716.png,0
images/image_717.png,6
images/image_718.png,2
images/image_719.png,5
images/image_720.png,3
images/image_721.png,3
images/image_722.png,3
images/image_723.png,2
images/image_724.png,3
images/image_725.png,6
images/image_726.png,5
images/image_727.png,0
